"","wojewodztwo_nazwa","powiat_nazwa","gmina_nazwa","zaszczepieni_pelna_dawka","przyrost_zaszczepionych_od_2021_08_01","liczba_ludnosci","zaszczepieni_pacjenci_jedna_dawka","zaszczepieni_pelna_dawka","grupa_wiekowa_12_19","grupa_wiekowa_20_39","grupa_wiekowa_40_59","grupa_wiekowa_60_69","grupa_wiekowa_70_plus"
"1236","mazowieckie","warszawski zachodni","Łomianki (m-w)","19738","13.35","27705","20205","19738","1856","5010","7064","2809","2809"
"1237","mazowieckie","warszawski zachodni","Ożarów Mazowiecki (m-w)","18047","15.98","26151","18457","18047","1358","5408","6136","2555","2555"
"1238","mazowieckie","warszawski zachodni","Stare Babice (w)","13247","13.31","19605","13559","13247","1210","3254","4838","2003","2003"
"1239","mazowieckie","węgrowski","Grębków (w)","1902","12.22","4401","1959","1902","85","477","572","371","371"
"1240","mazowieckie","węgrowski","Korytnica (w)","2939","12.35","6128","2990","2939","163","747","888","523","523"
"1241","mazowieckie","węgrowski","Liw (w)","3643","13.49","7325","3715","3643","189","920","1226","660","660"
"1242","mazowieckie","węgrowski","Łochów (m-w)","8930","12.71","17873","9155","8930","553","2270","3020","1597","1597"
"1243","mazowieckie","węgrowski","Miedzna (w)","2028","12.97","3801","2063","2028","102","507","617","400","400"
"1244","mazowieckie","węgrowski","Sadowne (w)","2977","14.48","5789","3048","2977","194","758","958","559","559"
"1245","mazowieckie","węgrowski","Stoczek (w)","2458","14.06","4923","2520","2458","149","553","825","458","458"
"1246","mazowieckie","węgrowski","Węgrów (m)","7227","12.63","12452","7367","7227","403","1755","2313","1309","1309"
"1247","mazowieckie","węgrowski","Wierzbno (w)","1541","14.83","2718","1587","1541","69","404","476","298","298"
"1248","mazowieckie","wołomiński","Dąbrówka (w)","4214","13.24","8188","4366","4214","331","1135","1483","740","740"
"1249","mazowieckie","wołomiński","Jadów (w)","3779","13.44","7433","3897","3779","230","999","1255","714","714"
"1250","mazowieckie","wołomiński","Klembów (w)","5336","13.31","10108","5505","5336","416","1399","1972","868","868"
"1251","mazowieckie","wołomiński","Kobyłka (m)","15203","12.21","25149","15573","15203","1220","4420","5377","2131","2131"
"1252","mazowieckie","wołomiński","Marki (m)","23101","14.38","36816","23640","23101","2056","7129","8693","2655","2655"
"1253","mazowieckie","wołomiński","Poświętne (w)","2715","11.76","6239","2803","2715","176","750","924","515","515"
"1254","mazowieckie","wołomiński","Radzymin (m-w)","15466","13.68","27882","15938","15466","1358","4163","5715","2332","2332"
"1255","mazowieckie","wołomiński","Strachówka (w)","1350","16.18","2731","1382","1350","91","335","464","218","218"
"1256","mazowieckie","wołomiński","Tłuszcz (m-w)","10554","12.43","20104","10853","10554","714","2858","3793","1828","1828"
"1257","mazowieckie","wołomiński","Wołomin (m-w)","30592","12.11","51726","31353","30592","2162","7642","10256","5056","5056"
"1258","mazowieckie","wołomiński","Ząbki (m)","25275","15.17","38546","25867","25275","2211","8134","9643","2484","2484"
"1259","mazowieckie","wołomiński","Zielonka (m)","11481","11.96","17486","11755","11481","874","2869","3987","1640","1640"
"1260","mazowieckie","wyszkowski","Brańszczyk (w)","3979","13.88","8110","4067","3979","239","945","1361","715","715"
"1261","mazowieckie","wyszkowski","Długosiodło (w)","3691","13.9","7768","3762","3691","249","908","1279","609","609"
"1262","mazowieckie","wyszkowski","Rząśnik (w)","3508","13.3","6987","3576","3508","228","967","1183","575","575"
"1263","mazowieckie","wyszkowski","Somianka (w)","3134","14.86","5626","3186","3134","218","821","1029","517","517"
"1264","mazowieckie","wyszkowski","Wyszków (m-w)","22411","13.89","39708","22847","22411","1337","5897","7552","4046","4046"
"1265","mazowieckie","wyszkowski","Zabrodzie (w)","3144","13.56","6011","3227","3144","229","794","1090","547","547"
"1266","mazowieckie","zwoleński","Kazanów (w)","1920","11.71","4475","1967","1920","94","521","586","364","364"
"1267","mazowieckie","zwoleński","Policzna (w)","2634","14.8","5419","2697","2634","142","678","829","535","535"
"1268","mazowieckie","zwoleński","Przyłęk (w)","2508","13.68","6082","2561","2508","134","673","818","427","427"
"1269","mazowieckie","zwoleński","Tczów (w)","2141","11.72","4874","2180","2141","116","602","694","401","401"
"1270","mazowieckie","zwoleński","Zwoleń (m-w)","7128","11.57","15025","7265","7128","343","1745","2306","1362","1362"
"1271","mazowieckie","żuromiński","Bieżuń (m-w)","2473","13.62","4903","2524","2473","138","622","805","459","459"
"1272","mazowieckie","żuromiński","Kuczbork-Osada (w)","2734","14.71","4691","2778","2734","163","691","886","482","482"
"1273","mazowieckie","żuromiński","Lubowidz (m-w)","3834","17.2","6796","3901","3834","226","1006","1262","663","663"
"1274","mazowieckie","żuromiński","Lutocin (w)","2348","13.27","4197","2397","2348","168","570","778","354","354"
"1275","mazowieckie","żuromiński","Siemiątkowo (w)","1556","12.43","3426","1591","1556","106","434","504","252","252"
"1276","mazowieckie","żuromiński","Żuromin (m-w)","8468","13.31","14189","8658","8468","510","2183","2774","1616","1616"
"1277","mazowieckie","żyrardowski","Mszczonów (m-w)","6397","14.08","11440","6571","6397","433","1751","2137","1027","1027"
"1278","mazowieckie","żyrardowski","Puszcza Mariańska (w)","4578","11.1","8673","4700","4578","336","1068","1532","833","833"
"1279","mazowieckie","żyrardowski","Radziejowice (w)","3249","12.97","5854","3325","3249","255","757","1199","554","554"
"1280","mazowieckie","żyrardowski","Wiskitki (m-w)","5093","12.62","9853","5221","5093","311","1242","1800","956","956"
"1281","mazowieckie","żyrardowski","Żyrardów (m)","23593","13.64","39550","24364","23593","1453","6024","7577","4161","4161"
"1282","opolskie","brzeski","Brzeg (m)","18489","11.61","35226","18953","18489","964","4277","5449","3537","3537"
"1283","opolskie","brzeski","Grodków (m-w)","10250","12.81","18984","10561","10250","740","2374","3152","2100","2100"
"1284","opolskie","brzeski","Lewin Brzeski (m-w)","6597","13.31","12844","6743","6597","419","1617","2118","1206","1206"
"1285","opolskie","brzeski","Lubsza (w)","4341","11.73","8997","4479","4341","266","995","1409","898","898"
"1286","opolskie","brzeski","Olszanka (w)","2529","13.34","4874","2590","2529","170","639","793","493","493"
"1287","opolskie","brzeski","Skarbimierz (w)","4010","13","8357","4122","4010","272","1100","1489","646","646"
"1288","opolskie","głubczycki","Baborów (m-w)","2788","10.13","5901","2843","2788","121","699","870","579","579"
"1289","opolskie","głubczycki","Branice (w)","3743","11.27","6363","3799","3743","192","803","1198","794","794"
"1290","opolskie","głubczycki","Głubczyce (m-w)","10965","10.62","22029","11238","10965","557","2442","3377","2248","2248"
"1291","opolskie","głubczycki","Kietrz (m-w)","5522","10.18","10722","5642","5522","297","1286","1757","1098","1098"
"1292","opolskie","kędzierzyńsko-kozielski","Bierawa (w)","3481","10.23","7895","3556","3481","200","860","1092","644","644"
"1293","opolskie","kędzierzyńsko-kozielski","Cisek (w)","2312","10.59","5553","2364","2312","120","587","757","422","422"
"1294","opolskie","kędzierzyńsko-kozielski","Kędzierzyn-Koźle (m)","33490","10.65","60021","34272","33490","2054","7404","10362","5975","5975"
"1295","opolskie","kędzierzyńsko-kozielski","Pawłowiczki (w)","3137","9.69","7277","3211","3137","189","805","991","576","576"
"1296","opolskie","kędzierzyńsko-kozielski","Polska Cerekiew (w)","1847","8.85","3956","1875","1847","84","471","541","360","360"
"1297","opolskie","kędzierzyńsko-kozielski","Reńska Wieś (w)","3677","11.37","8299","3754","3677","178","1054","1183","660","660"
"1298","opolskie","kluczborski","Byczyna (m-w)","4759","11.08","9170","4843","4759","301","1224","1484","906","906"
"1299","opolskie","kluczborski","Kluczbork (m-w)","19695","11.28","35724","20111","19695","1174","4576","6007","3655","3655"
"1300","opolskie","kluczborski","Lasowice Wielkie (w)","2500","9.83","6803","2567","2500","125","658","798","454","454"
"1301","opolskie","kluczborski","Wołczyn (m-w)","6454","12.3","13329","6628","6454","417","1513","2004","1276","1276"
"1302","opolskie","krapkowicki","Gogolin (m-w)","6259","10.62","12628","6348","6259","423","1712","2022","959","959"
"1303","opolskie","krapkowicki","Krapkowice (m-w)","12307","11.32","22337","12525","12307","790","2998","3700","2172","2172"
"1304","opolskie","krapkowicki","Strzeleczki (w)","3197","11.58","7341","3252","3197","173","895","996","563","563"
"1305","opolskie","krapkowicki","Walce (w)","2227","11.24","5374","2263","2227","113","662","674","384","384"
"1306","opolskie","krapkowicki","Zdzieszowice (m-w)","7629","11.38","15516","7799","7629","474","1771","2512","1494","1494"
"1307","opolskie","namysłowski","Domaszowice (w)","1854","11.47","3573","1896","1854","128","415","558","396","396"
"1308","opolskie","namysłowski","Namysłów (m-w)","14977","13.11","26210","15275","14977","1017","3574","4573","2742","2742"
"1309","opolskie","namysłowski","Pokój (w)","2570","13.53","5144","2620","2570","157","633","827","510","510"
"1310","opolskie","namysłowski","Świerczów (w)","1625","10.56","3259","1675","1625","89","394","477","378","378"
"1311","opolskie","namysłowski","Wilków (w)","2238","12.28","4357","2285","2238","161","557","751","445","445"
"1312","opolskie","nyski","Głuchołazy (m-w)","12118","10.56","23413","12404","12118","618","2673","3748","2447","2447"
"1313","opolskie","nyski","Kamiennik (w)","1680","12.97","3407","1729","1680","116","410","557","341","341"
"1314","opolskie","nyski","Korfantów (m-w)","4181","11.53","8639","4258","4181","221","1040","1338","865","865"
"1315","opolskie","nyski","Łambinowice (w)","3820","12.66","7388","3907","3820","226","878","1242","687","687"
"1316","opolskie","nyski","Nysa (m-w)","32754","10.26","56573","33497","32754","1908","7252","9934","6329","6329"
"1317","opolskie","nyski","Otmuchów (m-w)","7319","11.95","13355","7507","7319","469","1703","2287","1499","1499"
"1318","opolskie","nyski","Paczków (m-w)","6719","12.33","12429","6902","6719","398","1496","2037","1475","1475"
"1319","opolskie","nyski","Pakosławice (w)","1920","10.7","3496","1959","1920","99","481","655","380","380"
"1320","opolskie","nyski","Skoroszyce (w)","3165","12.15","6164","3240","3165","188","821","973","657","657"
"1321","opolskie","oleski","Dobrodzień (m-w)","3886","10.28","9737","3937","3886","215","999","1241","660","660"
"1322","opolskie","oleski","Gorzów Śląski (m-w)","3159","11","7108","3233","3159","185","758","980","606","606"
"1323","opolskie","oleski","Olesno (m-w)","7678","9.09","17640","7847","7678","374","1929","2327","1424","1424"
"1324","opolskie","oleski","Praszka (m-w)","7554","13.17","13374","7736","7554","429","1660","2184","1645","1645"
"1325","opolskie","oleski","Radłów (w)","1538","10.31","4238","1589","1538","90","402","481","314","314"
"1326","opolskie","oleski","Rudniki (w)","4349","12.77","8082","4440","4349","236","1031","1370","839","839"
"1327","opolskie","oleski","Zębowice (w)","1379","10.53","3609","1407","1379","65","370","452","232","232"
"1328","opolskie","Opole","Opole (m)","81086","11.37","127839","82794","81086","5023","20838","24453","13148","13148"
"1329","opolskie","opolski","Chrząstowice (w)","3284","10.54","6961","3348","3284","222","812","1103","517","517"
"1330","opolskie","opolski","Dąbrowa (w)","4232","9.85","8252","4339","4232","249","1039","1378","817","817"
"1331","opolskie","opolski","Dobrzeń Wielki (w)","4607","10.15","9523","4688","4607","286","1242","1650","656","656"
"1332","opolskie","opolski","Komprachcice (w)","4297","9.77","9111","4366","4297","299","1040","1442","752","752"
"1333","opolskie","opolski","Łubniany (w)","4847","11.42","9938","4919","4847","341","1179","1670","772","772"
"1334","opolskie","opolski","Murów (w)","2424","9.97","5277","2475","2424","150","575","775","415","415"
"1335","opolskie","opolski","Niemodlin (m-w)","7024","12.13","13117","7163","7024","430","1652","2238","1369","1369"
"1336","opolskie","opolski","Ozimek (m-w)","9289","10.45","19449","9465","9289","561","2156","3045","1739","1739"
"1337","opolskie","opolski","Popielów (w)","3968","11.73","7969","4047","3968","249","1003","1179","721","721"
"1338","opolskie","opolski","Prószków (m-w)","4756","12.25","9079","4823","4756","282","1300","1592","737","737"
"1339","opolskie","opolski","Tarnów Opolski (w)","4692","10.98","9632","4805","4692","270","1291","1533","815","815"
"1340","opolskie","opolski","Tułowice (m-w)","2727","11.68","5195","2775","2727","133","602","835","597","597"
"1341","opolskie","opolski","Turawa (w)","4663","11.03","10029","4771","4663","300","1220","1513","820","820"
"1342","opolskie","prudnicki","Biała (m-w)","4351","11.28","10544","4437","4351","241","1126","1298","743","743"
"1343","opolskie","prudnicki","Głogówek (m-w)","5968","11.05","13138","6145","5968","294","1576","1817","1124","1124"
"1344","opolskie","prudnicki","Lubrza (w)","2140","11.58","4283","2181","2140","134","524","662","419","419"
"1345","opolskie","prudnicki","Prudnik (m-w)","14029","11.4","26800","14296","14029","871","3177","4075","2768","2768"
"1346","opolskie","strzelecki","Izbicko (w)","2606","11.4","5413","2676","2606","160","707","839","452","452"
"1347","opolskie","strzelecki","Jemielnica (w)","3117","9.44","7224","3165","3117","172","842","969","575","575"
"1348","opolskie","strzelecki","Kolonowskie (m-w)","2580","10.23","5863","2616","2580","126","632","806","459","459"
"1349","opolskie","strzelecki","Leśnica (m-w)","3620","11.75","7522","3718","3620","232","950","1175","604","604"
"1350","opolskie","strzelecki","Strzelce Opolskie (m-w)","17201","10.97","30269","17515","17201","1061","4361","5442","2941","2941"
"1351","opolskie","strzelecki","Ujazd (m-w)","2933","9.59","6426","2990","2933","180","832","942","505","505"
"1352","opolskie","strzelecki","Zawadzkie (m-w)","4855","9.47","11206","4926","4855","246","1172","1504","881","881"
"1353","podkarpackie","bieszczadzki","Czarna (w)","834","7.82","2378","855","834","45","207","259","164","164"
"1354","podkarpackie","bieszczadzki","Lutowiska (w)","1050","11.09","2037","1080","1050","64","259","337","195","195"
"1355","podkarpackie","bieszczadzki","Ustrzyki Dolne (m-w)","6994","9.87","17074","7199","6994","362","1639","2233","1520","1520"
"1356","podkarpackie","brzozowski","Brzozów (m-w)","10612","7.8","26553","10840","10612","445","2736","3474","2040","2040"
"1357","podkarpackie","brzozowski","Domaradz (w)","1870","7.91","6055","1933","1870","51","524","627","351","351"
"1358","podkarpackie","brzozowski","Dydnia (w)","2441","7.32","7886","2509","2441","86","669","826","481","481"
"1359","podkarpackie","brzozowski","Haczów (w)","3316","7.59","9114","3378","3316","116","787","1070","668","668"
"1360","podkarpackie","brzozowski","Jasienica Rosielna (w)","2493","6.53","7853","2544","2493","105","696","837","494","494"
"1361","podkarpackie","brzozowski","Nozdrzec (w)","3523","10.48","7912","3590","3523","121","823","1139","647","647"
"1362","podkarpackie","dębicki","Brzostek (m-w)","4247","10.16","12944","4337","4247","204","1212","1371","762","762"
"1363","podkarpackie","dębicki","Czarna (w)","4864","9.55","13158","5007","4864","210","1346","1668","912","912"
"1364","podkarpackie","dębicki","Dębica (m)","21776","9.56","45189","22211","21776","1068","5098","6670","4595","4595"
"1365","podkarpackie","dębicki","Dębica (w)","10549","10.18","25880","10792","10549","541","2811","3693","1780","1780"
"1366","podkarpackie","dębicki","Jodłowa (w)","2012","11.17","5310","2062","2012","92","573","652","357","357"
"1367","podkarpackie","dębicki","Pilzno (m-w)","6317","8.58","18233","6471","6317","282","1756","2214","1055","1055"
"1368","podkarpackie","dębicki","Żyraków (w)","5630","10.61","14277","5769","5630","267","1557","2013","945","945"
"1369","podkarpackie","jarosławski","Chłopice (w)","2420","14.17","5524","2482","2420","98","614","813","465","465"
"1370","podkarpackie","jarosławski","Jarosław (m)","19122","11.44","37073","19609","19122","881","4430","5939","3780","3780"
"1371","podkarpackie","jarosławski","Jarosław (w)","5827","13","13228","5957","5827","287","1590","1964","1103","1103"
"1372","podkarpackie","jarosławski","Laszki (w)","2838","13.21","6903","2908","2838","140","756","896","568","568"
"1373","podkarpackie","jarosławski","Pawłosiów (w)","3834","12.88","8429","3933","3834","207","1039","1302","720","720"
"1374","podkarpackie","jarosławski","Pruchnik (m-w)","3523","11.87","9654","3617","3523","116","920","1213","669","669"
"1375","podkarpackie","jarosławski","Radymno (m)","2428","11.7","5214","2484","2428","100","615","780","534","534"
"1376","podkarpackie","jarosławski","Radymno (w)","4297","12.08","11394","4417","4297","197","1146","1467","803","803"
"1377","podkarpackie","jarosławski","Rokietnica (w)","1641","11.59","4313","1693","1641","76","474","545","295","295"
"1378","podkarpackie","jarosławski","Roźwienica (w)","2481","13.29","6252","2549","2481","107","723","853","439","439"
"1379","podkarpackie","jarosławski","Wiązownica (w)","4725","12.13","11743","4866","4725","215","1312","1679","883","883"
"1380","podkarpackie","jasielski","Brzyska (w)","2179","9.54","6523","2225","2179","75","643","792","366","366"
"1381","podkarpackie","jasielski","Dębowiec (w)","3276","9.77","8844","3324","3276","117","807","1180","593","593"
"1382","podkarpackie","jasielski","Jasło (m)","17040","10.41","34542","17312","17040","761","3710","5488","3439","3439"
"1383","podkarpackie","jasielski","Jasło (w)","6721","10.19","16227","6818","6721","296","1692","2366","1245","1245"
"1384","podkarpackie","jasielski","Kołaczyce (m-w)","3529","10.93","8920","3574","3529","128","945","1218","641","641"
"1385","podkarpackie","jasielski","Krempna (w)","618","10.66","1848","638","618","23","172","181","142","142"
"1386","podkarpackie","jasielski","Nowy Żmigród (w)","3165","12.03","8933","3248","3165","125","868","1058","572","572"
"1387","podkarpackie","jasielski","Osiek Jasielski (w)","1654","11.18","5357","1689","1654","36","453","595","320","320"
"1388","podkarpackie","jasielski","Skołyszyn (w)","5349","11.59","12518","5420","5349","201","1384","1816","941","941"
"1389","podkarpackie","jasielski","Tarnowiec (w)","3548","10.32","9151","3616","3548","131","832","1178","708","708"
"1390","podkarpackie","kolbuszowski","Cmolas (w)","2160","7.57","8045","2209","2160","72","626","713","355","355"
"1391","podkarpackie","kolbuszowski","Dzikowiec (w)","1678","7.07","6480","1707","1678","54","445","566","300","300"
"1392","podkarpackie","kolbuszowski","Kolbuszowa (m-w)","8450","7.28","24638","8652","8450","320","2275","2702","1550","1550"
"1393","podkarpackie","kolbuszowski","Majdan Królewski (w)","2983","8.72","9811","3049","2983","95","784","991","580","580"
"1394","podkarpackie","kolbuszowski","Niwiska (w)","1827","8.69","6066","1885","1827","51","504","621","310","310"
"1395","podkarpackie","kolbuszowski","Raniżów (w)","2176","9.32","6999","2240","2176","62","643","705","433","433"
"1396","podkarpackie","Krosno","Krosno (m)","22253","8.9","45944","22759","22253","1009","4898","6690","4537","4537"
"1397","podkarpackie","krośnieński","Chorkówka (w)","5059","8.56","13451","5161","5059","194","1250","1741","974","974"
"1398","podkarpackie","krośnieński","Dukla (m-w)","5562","8.86","14476","5668","5562","241","1329","1842","1088","1088"
"1399","podkarpackie","krośnieński","Iwonicz-Zdrój (m-w)","4084","9.39","10787","4174","4084","133","1040","1399","764","764"
"1400","podkarpackie","krośnieński","Jaśliska (w)","798","7.42","2170","816","798","50","195","260","144","144"
"1401","podkarpackie","krośnieński","Jedlicze (m-w)","6174","8.99","15335","6300","6174","208","1440","2059","1298","1298"
"1402","podkarpackie","krośnieński","Korczyna (w)","4078","8.08","11143","4164","4078","168","1063","1351","728","728"
"1403","podkarpackie","krośnieński","Krościenko Wyżne (w)","2247","8.98","5601","2277","2247","102","550","814","384","384"
"1404","podkarpackie","krośnieński","Miejsce Piastowe (w)","5530","9.43","13705","5704","5530","203","1435","1847","1012","1012"
"1405","podkarpackie","krośnieński","Rymanów (m-w)","6614","7.61","15877","6718","6614","245","1626","2087","1348","1348"
"1406","podkarpackie","krośnieński","Wojaszówka (w)","3468","7.69","9360","3536","3468","135","861","1136","658","658"
"1407","podkarpackie","leski","Baligród (w)","1223","8.35","3150","1260","1223","42","297","397","258","258"
"1408","podkarpackie","leski","Cisna (w)","1030","10.78","1771","1056","1030","56","235","389","188","188"
"1409","podkarpackie","leski","Lesko (m-w)","4499","8.67","11262","4640","4499","218","942","1479","950","950"
"1410","podkarpackie","leski","Olszanica (w)","1800","9.57","4882","1846","1800","68","482","572","346","346"
"1411","podkarpackie","leski","Solina (w)","2163","9.55","5310","2213","2163","82","490","714","437","437"
"1412","podkarpackie","leżajski","Grodzisko Dolne (w)","3083","11.36","7966","3151","3083","132","878","985","513","513"
"1413","podkarpackie","leżajski","Kuryłówka (w)","2310","12.72","5700","2367","2310","106","600","774","440","440"
"1414","podkarpackie","leżajski","Leżajsk (m)","6518","10.65","13585","6647","6518","299","1500","1898","1394","1394"
"1415","podkarpackie","leżajski","Leżajsk (w)","7048","9.93","20256","7198","7048","286","1859","2413","1360","1360"
"1416","podkarpackie","leżajski","Nowa Sarzyna (m-w)","7752","10.24","21489","7910","7752","286","2122","2482","1478","1478"
"1417","podkarpackie","lubaczowski","Cieszanów (m-w)","3389","12.17","7073","3490","3389","189","816","1093","673","673"
"1418","podkarpackie","lubaczowski","Horyniec-Zdrój (w)","2119","11.76","4576","2173","2119","115","543","669","388","388"
"1419","podkarpackie","lubaczowski","Lubaczów (m)","6448","10.9","11830","6623","6448","361","1484","2011","1415","1415"
"1420","podkarpackie","lubaczowski","Lubaczów (w)","3874","12.53","9168","3990","3874","176","1073","1387","631","631"
"1421","podkarpackie","lubaczowski","Narol (m-w)","3660","10.72","7871","3756","3660","149","822","1231","719","719"
"1422","podkarpackie","lubaczowski","Oleszyce (m-w)","2905","12.4","6296","2993","2905","156","769","926","568","568"
"1423","podkarpackie","lubaczowski","Stary Dzików (w)","1733","10.8","4120","1780","1733","76","383","529","356","356"
"1424","podkarpackie","lubaczowski","Wielkie Oczy (w)","1461","12.47","3777","1523","1461","74","437","507","229","229"
"1425","podkarpackie","łańcucki","Białobrzegi (w)","3564","9.95","8733","3614","3564","161","948","1227","604","604"
"1426","podkarpackie","łańcucki","Czarna (w)","4719","9.23","11902","4806","4719","228","1305","1614","801","801"
"1427","podkarpackie","łańcucki","Łańcut (m)","9733","10.45","17675","9926","9733","542","2397","2953","1717","1717"
"1428","podkarpackie","łańcucki","Łańcut (w)","9668","9.39","22026","9851","9668","488","2505","3205","1667","1667"
"1429","podkarpackie","łańcucki","Markowa (w)","2524","10.25","6480","2581","2524","101","712","788","476","476"
"1430","podkarpackie","łańcucki","Rakszawa (w)","2506","8.76","7373","2562","2506","85","727","836","457","457"
"1431","podkarpackie","łańcucki","Żołynia (w)","3085","9.96","7037","3131","3085","133","819","1015","525","525"
"1432","podkarpackie","mielecki","Borowa (w)","2409","11.13","5490","2470","2409","102","679","759","423","423"
"1433","podkarpackie","mielecki","Czermin (w)","2711","9.97","7073","2788","2711","107","768","970","443","443"
"1434","podkarpackie","mielecki","Gawłuszowice (w)","1082","8.71","2722","1131","1082","51","290","362","176","176"
"1435","podkarpackie","mielecki","Mielec (m)","29416","9.34","60075","30252","29416","1397","7012","8954","6063","6063"
"1436","podkarpackie","mielecki","Mielec (w)","5876","10.04","13445","6073","5876","309","1499","2154","987","987"
"1437","podkarpackie","mielecki","Padew Narodowa (w)","2248","10.82","5358","2313","2248","122","577","734","412","412"
"1438","podkarpackie","mielecki","Przecław (m-w)","4857","10.1","12014","4963","4857","233","1289","1742","844","844"
"1439","podkarpackie","mielecki","Radomyśl Wielki (m-w)","5431","10.57","14272","5636","5431","234","1653","1874","920","920"
"1440","podkarpackie","mielecki","Tuszów Narodowy (w)","3080","9.05","8254","3187","3080","155","828","1127","479","479"
"1441","podkarpackie","mielecki","Wadowice Górne (w)","2893","9.77","7738","2992","2893","144","842","1067","432","432"
"1442","podkarpackie","niżański","Harasiuki (w)","2409","10.37","6049","2464","2409","122","624","822","439","439"
"1443","podkarpackie","niżański","Jarocin (w)","1708","8.18","5368","1756","1708","73","454","546","333","333"
"1444","podkarpackie","niżański","Jeżowe (w)","2819","8.96","10100","2879","2819","106","842","968","448","448"
"1445","podkarpackie","niżański","Krzeszów (w)","1483","9.11","4228","1521","1483","59","372","460","306","306"
"1446","podkarpackie","niżański","Nisko (m-w)","8769","9.4","22186","9013","8769","405","2304","2823","1772","1772"
"1447","podkarpackie","niżański","Rudnik nad Sanem (m-w)","3540","7.86","10076","3623","3540","136","869","1089","714","714"
"1448","podkarpackie","niżański","Ulanów (m-w)","2878","8.11","8214","2941","2878","128","712","895","567","567"
"1449","podkarpackie","przemyski","Bircza (w)","2641","13.15","6470","2709","2641","111","702","885","512","512"
"1450","podkarpackie","przemyski","Dubiecko (m-w)","3930","12.52","9139","4010","3930","182","1046","1326","637","637"
"1451","podkarpackie","przemyski","Fredropol (w)","2442","14.82","5393","2508","2442","126","722","781","446","446"
"1452","podkarpackie","przemyski","Krasiczyn (w)","2244","13.32","5172","2303","2244","134","592","785","422","422"
"1453","podkarpackie","przemyski","Krzywcza (w)","1997","14.08","4801","2037","1997","69","551","685","375","375"
"1454","podkarpackie","przemyski","Medyka (w)","2850","12.18","6559","2910","2850","167","746","966","583","583"
"1455","podkarpackie","przemyski","Orły (w)","3889","13.05","8873","4000","3889","241","1053","1338","676","676"
"1456","podkarpackie","przemyski","Przemyśl (w)","4690","11.42","10709","4809","4690","274","1217","1693","854","854"
"1457","podkarpackie","przemyski","Stubno (w)","1591","14.39","3863","1648","1591","84","425","524","333","333"
"1458","podkarpackie","przemyski","Żurawica (w)","5753","11.21","12940","5873","5753","296","1513","1973","1042","1042"
"1459","podkarpackie","Przemyśl","Przemyśl (m)","32084","11.4","59779","32748","32084","1735","7080","9984","6503","6503"
"1460","podkarpackie","przeworski","Adamówka (w)","1753","14.29","4025","1812","1753","91","472","583","335","335"
"1461","podkarpackie","przeworski","Gać (w)","1911","10.73","4576","1952","1911","90","496","624","346","346"
"1462","podkarpackie","przeworski","Jawornik Polski (w)","2188","10.26","4406","2225","2188","95","526","700","407","407"
"1463","podkarpackie","przeworski","Kańczuga (m-w)","5544","12.01","12285","5671","5544","219","1448","1848","1010","1010"
"1464","podkarpackie","przeworski","Przeworsk (m)","7619","10.39","15105","7769","7619","350","1813","2405","1502","1502"
"1465","podkarpackie","przeworski","Przeworsk (w)","5863","10.65","14851","5974","5863","262","1501","2070","1046","1046"
"1466","podkarpackie","przeworski","Sieniawa (m-w)","2876","11.54","7022","2939","2876","141","789","887","632","632"
"1467","podkarpackie","przeworski","Tryńcza (w)","2953","10.79","8498","3018","2953","129","831","1007","511","511"
"1468","podkarpackie","przeworski","Zarzecze (w)","2766","12.34","7211","2828","2766","161","740","934","505","505"
"1469","podkarpackie","ropczycko-sędziszowski","Iwierzyce (w)","2621","8","7735","2689","2621","109","709","911","436","436"
"1470","podkarpackie","ropczycko-sędziszowski","Ostrów (w)","2697","9.53","7346","2730","2697","105","769","940","442","442"
"1471","podkarpackie","ropczycko-sędziszowski","Ropczyce (m-w)","9565","8.79","27533","9757","9565","467","2514","3188","1849","1849"
"1472","podkarpackie","ropczycko-sędziszowski","Sędziszów Małopolski (m-w)","8947","9.07","23865","9132","8947","362","2435","2986","1417","1417"
"1473","podkarpackie","ropczycko-sędziszowski","Wielopole Skrzyńskie (w)","2523","8.72","8094","2581","2523","99","727","858","414","414"
"1474","podkarpackie","rzeszowski","Błażowa (m-w)","4307","9.06","10835","4379","4307","186","1130","1401","678","678"
"1475","podkarpackie","rzeszowski","Boguchwała (m-w)","9617","9.77","20916","9825","9617","539","2559","3322","1558","1558"
"1476","podkarpackie","rzeszowski","Chmielnik (w)","2742","8.87","6968","2794","2742","156","754","913","451","451"
"1477","podkarpackie","rzeszowski","Dynów (m)","2719","9.25","6063","2770","2719","115","732","869","528","528"
"1478","podkarpackie","rzeszowski","Dynów (w)","2828","9.95","6836","2893","2828","107","725","963","511","511"
"1479","podkarpackie","rzeszowski","Głogów Małopolski (m-w)","8327","10.4","19945","8505","8327","516","2348","2937","1327","1327"
"1480","podkarpackie","rzeszowski","Hyżne (w)","2463","8.76","7036","2515","2463","102","606","864","419","419"
"1481","podkarpackie","rzeszowski","Kamień (w)","1998","9.2","6848","2057","1998","72","602","666","343","343"
"1482","podkarpackie","rzeszowski","Krasne (w)","5726","10.05","11809","5839","5726","365","1505","2029","899","899"
"1483","podkarpackie","rzeszowski","Lubenia (w)","2681","8.72","6432","2727","2681","118","679","877","465","465"
