"","wojewodztwo_nazwa","powiat_nazwa","gmina_nazwa","zaszczepieni_pelna_dawka","przyrost_zaszczepionych_od_2021_08_01","liczba_ludnosci","zaszczepieni_pacjenci_jedna_dawka","zaszczepieni_pelna_dawka","grupa_wiekowa_12_19","grupa_wiekowa_20_39","grupa_wiekowa_40_59","grupa_wiekowa_60_69","grupa_wiekowa_70_plus"
"2349","wielkopolskie","wolsztyński","Przemęt (w)","7597","16.05","14147","7759","7597","562","2096","2512","1232","1232"
"2350","wielkopolskie","wolsztyński","Siedlec (w)","7081","16.84","12767","7257","7081","487","2061","2439","1120","1120"
"2351","wielkopolskie","wolsztyński","Wolsztyn (m-w)","19189","16.04","30517","19571","19189","1429","5227","6268","2969","2969"
"2352","wielkopolskie","wrzesiński","Kołaczkowo (w)","3545","16.52","5988","3610","3545","275","970","1107","663","663"
"2353","wielkopolskie","wrzesiński","Miłosław (m-w)","6201","14.24","10144","6272","6201","431","1547","2013","1122","1122"
"2354","wielkopolskie","wrzesiński","Nekla (m-w)","4845","15.06","7617","4936","4845","390","1371","1680","761","761"
"2355","wielkopolskie","wrzesiński","Pyzdry (m-w)","4213","17.91","6863","4275","4213","313","1148","1297","724","724"
"2356","wielkopolskie","wrzesiński","Września (m-w)","29658","13.72","47425","30230","29658","2227","7974","9577","4711","4711"
"2357","wielkopolskie","złotowski","Jastrowie (m-w)","6305","16.24","11415","6441","6305","519","1503","1911","1225","1225"
"2358","wielkopolskie","złotowski","Krajenka (m-w)","4043","15.14","7524","4125","4043","310","1049","1327","782","782"
"2359","wielkopolskie","złotowski","Lipka (w)","2910","12.13","5490","2959","2910","214","765","889","556","556"
"2360","wielkopolskie","złotowski","Okonek (m-w)","4698","12.61","8441","4792","4698","321","1108","1527","894","894"
"2361","wielkopolskie","złotowski","Tarnówka (w)","1664","20.88","2969","1711","1664","139","420","541","308","308"
"2362","wielkopolskie","złotowski","Zakrzewo (w)","2340","13.81","4880","2376","2340","150","654","748","453","453"
"2363","wielkopolskie","złotowski","Złotów (m)","10646","12.45","18437","10810","10646","753","2522","3179","2086","2086"
"2364","wielkopolskie","złotowski","Złotów (w)","4581","13.54","10005","4673","4581","360","1268","1469","825","825"
"2365","zachodniopomorskie","białogardzki","Białogard (m)","13258","11.88","23950","13551","13258","798","3039","4291","2504","2504"
"2366","zachodniopomorskie","białogardzki","Białogard (w)","3519","12.25","7543","3597","3519","237","905","1237","672","672"
"2367","zachodniopomorskie","białogardzki","Karlino (m-w)","4375","12.53","9093","4533","4375","292","1110","1382","908","908"
"2368","zachodniopomorskie","białogardzki","Tychowo (m-w)","3239","13.2","6718","3362","3239","194","822","1025","704","704"
"2369","zachodniopomorskie","choszczeński","Bierzwnik (w)","2910","13.67","4666","2954","2910","209","685","891","549","549"
"2370","zachodniopomorskie","choszczeński","Choszczno (m-w)","13298","14.25","21529","13498","13298","975","3065","4086","2512","2512"
"2371","zachodniopomorskie","choszczeński","Drawno (m-w)","3001","15.44","4993","3076","3001","202","698","915","630","630"
"2372","zachodniopomorskie","choszczeński","Krzęcin (w)","2132","13.94","3622","2153","2132","123","563","674","413","413"
"2373","zachodniopomorskie","choszczeński","Pełczyce (m-w)","4248","18.05","7710","4332","4248","305","1134","1348","786","786"
"2374","zachodniopomorskie","choszczeński","Recz (m-w)","3203","18.95","5450","3262","3203","240","791","981","635","635"
"2375","zachodniopomorskie","drawski","Czaplinek (m-w)","5812","11.61","11740","5962","5812","333","1350","1825","1226","1226"
"2376","zachodniopomorskie","drawski","Drawsko Pomorskie (m-w)","10036","14.24","17008","10248","10036","697","2301","3135","1967","1967"
"2377","zachodniopomorskie","drawski","Kalisz Pomorski (m-w)","4110","13.89","7330","4203","4110","332","1074","1274","775","775"
"2378","zachodniopomorskie","drawski","Wierzchowo (w)","2402","10.57","4192","2454","2402","157","586","718","510","510"
"2379","zachodniopomorskie","drawski","Złocieniec (m-w)","8707","12.01","16212","8894","8707","517","2067","2580","1834","1834"
"2380","zachodniopomorskie","goleniowski","Goleniów (m-w)","22382","16.17","36139","22996","22382","1518","5944","7532","3884","3884"
"2381","zachodniopomorskie","goleniowski","Maszewo (m-w)","4361","14.26","8768","4510","4361","305","1117","1506","782","782"
"2382","zachodniopomorskie","goleniowski","Nowogard (m-w)","14397","15.7","24515","14681","14397","998","3444","4590","2755","2755"
"2383","zachodniopomorskie","goleniowski","Osina (w)","1801","15.34","3024","1837","1801","145","453","628","315","315"
"2384","zachodniopomorskie","goleniowski","Przybiernów (w)","2720","14.58","5007","2807","2720","204","680","879","537","537"
"2385","zachodniopomorskie","goleniowski","Stepnica (m-w)","2592","13.01","4857","2675","2592","183","649","869","526","526"
"2386","zachodniopomorskie","gryficki","Brojce (w)","1931","16.84","3664","1997","1931","155","561","613","355","355"
"2387","zachodniopomorskie","gryficki","Gryfice (m-w)","13921","14.61","23647","14290","13921","970","3330","4293","2807","2807"
"2388","zachodniopomorskie","gryficki","Karnice (w)","2180","13.97","3965","2257","2180","128","563","728","437","437"
"2389","zachodniopomorskie","gryficki","Płoty (m-w)","4911","17.89","8721","5027","4911","403","1307","1511","958","958"
"2390","zachodniopomorskie","gryficki","Rewal (w)","2669","16.12","3852","2748","2669","173","663","931","477","477"
"2391","zachodniopomorskie","gryficki","Trzebiatów (m-w)","9257","13.78","15995","9486","9257","592","2290","3100","1830","1830"
"2392","zachodniopomorskie","gryfiński","Banie (w)","3432","15.54","6253","3515","3432","192","890","1133","690","690"
"2393","zachodniopomorskie","gryfiński","Cedynia (m-w)","2553","16.05","4168","2608","2553","193","696","830","479","479"
"2394","zachodniopomorskie","gryfiński","Chojna (m-w)","7868","16.71","13616","8018","7868","518","2115","2540","1540","1540"
"2395","zachodniopomorskie","gryfiński","Gryfino (m-w)","19369","13.84","31626","19818","19369","1238","4692","6209","3755","3755"
"2396","zachodniopomorskie","gryfiński","Mieszkowice (m-w)","4047","16.25","7020","4141","4047","285","1126","1260","776","776"
"2397","zachodniopomorskie","gryfiński","Moryń (m-w)","2597","15.22","4244","2637","2597","181","628","857","513","513"
"2398","zachodniopomorskie","gryfiński","Stare Czarnowo (w)","2163","12.01","3797","2222","2163","127","520","737","415","415"
"2399","zachodniopomorskie","gryfiński","Trzcińsko-Zdrój (m-w)","2815","14.15","5174","2877","2815","208","680","894","533","533"
"2400","zachodniopomorskie","gryfiński","Widuchowa (w)","2987","16.18","5391","3045","2987","183","819","973","574","574"
"2401","zachodniopomorskie","kamieński","Dziwnów (m-w)","2574","11.88","3939","2630","2574","148","559","855","513","513"
"2402","zachodniopomorskie","kamieński","Golczewo (m-w)","3319","14.99","5844","3403","3319","233","875","1000","682","682"
"2403","zachodniopomorskie","kamieński","Kamień Pomorski (m-w)","8386","12.54","14217","8682","8386","520","1902","2504","1766","1766"
"2404","zachodniopomorskie","kamieński","Międzyzdroje (m-w)","4011","14.25","6398","4124","4011","236","953","1261","822","822"
"2405","zachodniopomorskie","kamieński","Świerzno (w)","2244","13.98","4213","2306","2244","150","579","677","512","512"
"2406","zachodniopomorskie","kamieński","Wolin (m-w)","7033","13.32","12081","7175","7033","461","1622","2125","1545","1545"
"2407","zachodniopomorskie","kołobrzeski","Dygowo (w)","3423","12.37","5609","3489","3423","239","846","1137","647","647"
"2408","zachodniopomorskie","kołobrzeski","Gościno (m-w)","2941","13.48","5133","3020","2941","190","776","936","573","573"
"2409","zachodniopomorskie","kołobrzeski","Kołobrzeg (m)","29137","12.67","46198","29835","29137","1633","6325","9072","5714","5714"
"2410","zachodniopomorskie","kołobrzeski","Kołobrzeg (w)","6789","15","10964","6946","6789","451","1753","2432","1233","1233"
"2411","zachodniopomorskie","kołobrzeski","Rymań (w)","1990","14.98","3904","2054","1990","121","501","655","408","408"
"2412","zachodniopomorskie","kołobrzeski","Siemyśl (w)","2147","12.72","3875","2202","2147","136","597","716","394","394"
"2413","zachodniopomorskie","kołobrzeski","Ustronie Morskie (w)","2861","22.67","3617","2934","2861","168","817","989","470","470"
"2414","zachodniopomorskie","Koszalin","Koszalin (m)","64856","11.44","106235","66310","64856","3902","14492","19546","11770","11770"
"2415","zachodniopomorskie","koszaliński","Będzino (w)","4842","13.75","8639","4955","4842","318","1217","1604","979","979"
"2416","zachodniopomorskie","koszaliński","Biesiekierz (w)","4126","12.25","7199","4212","4126","256","1038","1503","755","755"
"2417","zachodniopomorskie","koszaliński","Bobolice (m-w)","4874","13.56","8857","4969","4874","318","1190","1518","1015","1015"
"2418","zachodniopomorskie","koszaliński","Manowo (w)","3646","10.83","6919","3746","3646","263","817","1262","770","770"
"2419","zachodniopomorskie","koszaliński","Mielno (m-w)","3036","15.49","4881","3121","3036","183","702","985","629","629"
"2420","zachodniopomorskie","koszaliński","Polanów (m-w)","4566","11.63","8532","4687","4566","290","1074","1432","1023","1023"
"2421","zachodniopomorskie","koszaliński","Sianów (m-w)","6994","11.7","13852","7145","6994","449","1732","2382","1399","1399"
"2422","zachodniopomorskie","koszaliński","Świeszyno (w)","4194","11.13","7626","4296","4194","280","1077","1565","768","768"
"2423","zachodniopomorskie","łobeski","Dobra (m-w)","2279","16.06","4353","2334","2279","138","555","746","446","446"
"2424","zachodniopomorskie","łobeski","Łobez (m-w)","8082","13.67","13815","8303","8082","577","1824","2445","1740","1740"
"2425","zachodniopomorskie","łobeski","Radowo Małe (w)","1988","16.49","3577","2037","1988","121","468","615","423","423"
"2426","zachodniopomorskie","łobeski","Resko (m-w)","4333","13.43","7885","4443","4333","265","1039","1296","903","903"
"2427","zachodniopomorskie","łobeski","Węgorzyno (m-w)","3558","14.41","6856","3670","3558","249","924","1139","638","638"
"2428","zachodniopomorskie","myśliborski","Barlinek (m-w)","10617","14.82","19220","10843","10617","557","2596","3518","2008","2008"
"2429","zachodniopomorskie","myśliborski","Boleszkowice (w)","1393","14.51","2846","1435","1393","79","381","490","261","261"
"2430","zachodniopomorskie","myśliborski","Dębno (m-w)","10380","15.12","20386","10696","10380","565","2711","3491","1988","1988"
"2431","zachodniopomorskie","myśliborski","Myślibórz (m-w)","10738","12.5","19567","11035","10738","582","2365","3396","2298","2298"
"2432","zachodniopomorskie","myśliborski","Nowogródek Pomorski (w)","1823","18.31","3354","1882","1823","126","544","606","340","340"
"2433","zachodniopomorskie","policki","Dobra (Szczecińska) (w)","16593","13.54","25061","16963","16593","1560","4185","6884","2077","2077"
"2434","zachodniopomorskie","policki","Kołbaskowo (w)","8433","13.95","13782","8623","8433","696","2444","3319","1083","1083"
"2435","zachodniopomorskie","policki","Nowe Warpno (m-w)","920","12.07","1624","946","920","56","194","294","229","229"
"2436","zachodniopomorskie","policki","Police (m-w)","24275","13.07","41117","24925","24275","1630","6067","7866","4893","4893"
"2437","zachodniopomorskie","pyrzycki","Bielice (w)","1866","17.35","3142","1906","1866","173","466","636","331","331"
"2438","zachodniopomorskie","pyrzycki","Kozielice (w)","1340","15.28","2481","1380","1340","90","344","449","261","261"
"2439","zachodniopomorskie","pyrzycki","Lipiany (m-w)","3164","15.15","5794","3260","3164","188","713","993","644","644"
"2440","zachodniopomorskie","pyrzycki","Przelewice (w)","2460","13.29","5115","2517","2460","128","609","761","525","525"
"2441","zachodniopomorskie","pyrzycki","Pyrzyce (m-w)","10799","12.72","19227","11036","10799","589","2490","3430","2111","2111"
"2442","zachodniopomorskie","pyrzycki","Warnice (w)","1776","11.94","3443","1837","1776","106","468","578","372","372"
"2443","zachodniopomorskie","sławieński","Darłowo (m)","8575","13.84","13574","8766","8575","533","1879","2653","1746","1746"
"2444","zachodniopomorskie","sławieński","Darłowo (w)","3982","12.73","7965","4081","3982","257","1067","1378","751","751"
"2445","zachodniopomorskie","sławieński","Malechowo (w)","3229","13.21","6201","3338","3229","215","813","1084","629","629"
"2446","zachodniopomorskie","sławieński","Postomino (w)","4019","18.08","6847","4090","4019","323","1163","1255","729","729"
"2447","zachodniopomorskie","sławieński","Sławno (m)","7240","11.96","12357","7406","7240","464","1613","2143","1435","1435"
"2448","zachodniopomorskie","sławieński","Sławno (w)","4138","13.42","8833","4265","4138","328","1134","1364","760","760"
"2449","zachodniopomorskie","stargardzki","Chociwel (m-w)","3479","14.74","5733","3551","3479","219","884","1101","703","703"
"2450","zachodniopomorskie","stargardzki","Dobrzany (m-w)","2888","14.66","4762","2932","2888","192","698","899","580","580"
"2451","zachodniopomorskie","stargardzki","Dolice (w)","4044","14.47","7700","4144","4044","296","1067","1267","771","771"
"2452","zachodniopomorskie","stargardzki","Ińsko (m-w)","1990","11.51","3318","2036","1990","144","462","586","411","411"
"2453","zachodniopomorskie","stargardzki","Kobylanka (w)","3451","12.68","5845","3532","3451","258","829","1267","583","583"
"2454","zachodniopomorskie","stargardzki","Marianowo (w)","1537","14.76","3089","1573","1537","89","412","522","306","306"
"2455","zachodniopomorskie","stargardzki","Stara Dąbrowa (w)","1700","11.16","3717","1763","1700","104","429","561","367","367"
"2456","zachodniopomorskie","stargardzki","Stargard (m)","41007","12.71","67579","41930","41007","2500","9519","12653","7947","7947"
"2457","zachodniopomorskie","stargardzki","Stargard (w)","7094","13.54","14133","7242","7094","495","1925","2560","1284","1284"
"2458","zachodniopomorskie","stargardzki","Suchań (m-w)","2328","12.24","4256","2397","2328","162","558","781","428","428"
"2459","zachodniopomorskie","Szczecin","Szczecin (m)","259140","12.64","398255","265379","259140","16002","67600","78643","42886","42886"
"2460","zachodniopomorskie","szczecinecki","Barwice (m-w)","4153","12.34","8457","4237","4153","232","989","1293","915","915"
"2461","zachodniopomorskie","szczecinecki","Biały Bór (m-w)","2806","11.7","5275","2874","2806","191","677","855","622","622"
"2462","zachodniopomorskie","szczecinecki","Borne Sulinowo (m-w)","5601","12.5","9840","5739","5601","378","1232","1725","1020","1020"
"2463","zachodniopomorskie","szczecinecki","Grzmiąca (w)","2639","15.18","4638","2708","2639","189","632","823","545","545"
"2464","zachodniopomorskie","szczecinecki","Szczecinek (m)","23302","10.24","39827","23803","23302","1461","5080","6980","4609","4609"
"2465","zachodniopomorskie","szczecinecki","Szczecinek (w)","4759","12.19","9221","4874","4759","347","1257","1553","924","924"
"2466","zachodniopomorskie","świdwiński","Brzeżno (w)","1634","16.79","2781","1680","1634","132","435","503","320","320"
"2467","zachodniopomorskie","świdwiński","Połczyn-Zdrój (m-w)","8541","14.02","14998","8705","8541","495","1921","2581","1785","1785"
"2468","zachodniopomorskie","świdwiński","Rąbino (w)","2079","14.85","3501","2119","2079","132","503","657","430","430"
"2469","zachodniopomorskie","świdwiński","Sławoborze (w)","2097","14.81","3977","2150","2097","146","542","608","458","458"
"2470","zachodniopomorskie","świdwiński","Świdwin (m)","9276","15.25","15338","9569","9276","609","2244","2829","1856","1856"
"2471","zachodniopomorskie","świdwiński","Świdwin (w)","3010","17.23","5799","3103","3010","225","846","935","667","667"
"2472","zachodniopomorskie","Świnoujście","Świnoujście (m)","25526","12.74","40948","26220","25526","1305","5909","8177","4773","4773"
"2473","zachodniopomorskie","wałecki","Człopa (m-w)","2596","12.52","4871","2676","2596","167","619","843","540","540"
"2474","zachodniopomorskie","wałecki","Mirosławiec (m-w)","3178","15.25","5352","3241","3178","260","805","983","608","608"
